Date,LMCADS03,LMCADY,DXY,COMXCOPR,SPX,BCOM,MXWD,CL1,XAU,XAG,LMCADY_acu_20d_log,LMCADY_std_20d_log
2003-01-02,0.01904819497069441,0.019834406115599303,0.010739144506739193,0.0,0.032660755837779686,0.025337440421093347,0.0232086670705184,0.020619287202735825,-0.0057628743268031074,0.007918357689314974,0.08135209440324771,0.0092869747302894
2003-01-03,0.013121087962697276,0.013478101226922608,-0.004964721806368833,6.760910421763825e-05,-0.00048414961168416563,0.014287562477094005,0.0037822687563291405,0.03789148813731805,0.014914947360083076,0.014833399294101095,0.07589796211547058,0.009073727512812147
2003-01-06,0.010804241539313874,0.01026225884223329,-0.004891420435492222,0.0002253306737157104,0.022225555697024453,-0.016117619093050088,0.018549469214266343,-0.03007284001952024,0.0,0.0015325673497782106,0.06853762057376037,0.008945978270182673
2003-01-07,-0.004616102980612077,-0.004478733537838095,0.005866839943185212,0.0,-0.006566111044976519,-0.0026972016825171303,-0.008852731222656469,-0.03229150463652354,-0.011453239013502382,-0.02010895292271351,0.05577202792538878,0.009939903804640408
2003-01-08,0.009822055635458857,0.009771306903606874,-0.006848001717344521,-0.00038058801306703206,-0.014185718498334807,0.004093055683517439,-0.014657496879978232,-0.016872561201126953,0.018206187159147128,0.010362787035546658,0.04644284025380119,0.009813063743052316
2003-01-09,0.010935710440028284,0.011509372808802633,0.0006869143099205629,-0.000621270518151725,0.019211370656013454,0.013933538230252056,0.014910079538995617,0.045731389663106824,-0.002491578060676829,-0.0020639842208514825,0.019341793657942093,0.01033492910106207
2003-01-10,-0.010935710440028371,-0.01166372952748527,-0.006989249301235211,-0.00118850325282607,-1.0780799396409111e-05,-0.014158230296913456,0.0028245756699145654,-0.009737787015201527,0.005653725307228712,0.004740810693108481,0.026956631097937542,0.009979261713777452
2003-01-13,0.00700048514065076,0.006462555189423935,0.0023680326803311776,-0.00021076825105243867,-0.0014132905585177648,0.003660431248791012,0.000755230003421957,0.018142505750837555,-0.0005639362901463025,-0.0068090637571675185,0.04128323782445765,0.010842581669714604
2003-01-14,0.011159820239008224,0.010982416668608927,-0.002565622090181779,-0.0005170721782285733,0.005812968487085142,-0.0004743494316076437,0.007021444163403622,0.0034039952410900684,-0.009066502111798925,-0.014598799421152749,0.025550638886780587,0.010731641000277797
2003-01-15,0.00657700427635755,0.006049625225823218,0.0012836338469538965,0.002342256206114511,-0.014530927935626551,0.009620079167224469,-0.01085383249575769,0.0256189674505024,-0.0017091586556364342,0.0010498688628367949,0.010976926941992204,0.010884255777471924
2003-01-16,0.004162955759310554,0.004963535797678179,-0.0054420556809771,1.0019287127696289e-05,-0.00395020210084412,0.008511318852315668,-0.0030359786513091905,0.01345915337400471,0.01892177323029051,0.013548930558315872,-0.01526978040282718,0.011862316479255598
2003-01-17,-0.009241383402752882,-0.009345862418237658,-0.0023840281481256114,-0.0014387950695491272,-0.014116223349392871,-0.0007563507176605316,-0.0124934696598024,0.007399767374887351,-0.0025210097385481487,-0.006230549750636086,-0.0025779072582614955,0.011717627669124375
2003-01-20,0.013977922749426016,0.013836887930701544,-0.0007959407444381062,0.0,0.0,0.0,-0.004886715313382755,0.0,-0.0022462455043509378,-0.0020855064910213707,-0.012323570450610246,0.011301538271553361
2003-01-21,-0.0011820332345549912,-0.0010461033607353093,-0.00239163043744804,-0.0021847064233815406,-0.01582686439760503,0.0018184342235053478,-0.010991970474552698,0.020432701509705768,0.005606181466598465,0.005205633827265191,-0.01962919735994375,0.0114334594272336
2003-01-22,0.0047197727733516905,0.004922077205428235,0.0,-0.0005607573136545054,-0.010487191099166182,0.005678162154544755,-0.011114137994965122,-0.05219091271663326,0.011395342875576503,0.00930239266231341,-0.026077293478939976,0.011348827420089556
2003-01-23,0.0017641874613874191,0.0022293239521967954,-0.0036983399643117317,0.000739228420033221,0.010171691028941958,-0.004696716583820251,0.007405690507595777,-0.01843370168883802,0.0033108045141190343,-0.014508026489578633,-0.02206468500834235,0.011449597494715509
2003-01-24,-0.004121289318768816,-0.004463628895988793,-0.0064295981995604054,0.00030910697232069045,-0.029669250786722584,0.011321764232880895,-0.01875137471833093,0.031438572711226374,0.01422148951648387,0.016563525671674642,0.009055209206052149,0.012981054101977052
2003-01-27,-0.010080132787399134,-0.010794707519176099,0.00040306328639203005,-0.0015540409441292308,-0.01629173246392036,-0.01309512109900166,-0.021612849137029377,-0.0301990311828241,0.0037945566603693193,-0.008247469430017114,0.03335371799232407,0.013010018002536204
2003-01-28,-0.002984186040327568,-0.003170531832335304,0.0022139487759092625,0.0015289138639197357,0.012966031990608726,0.006737570994816394,0.00673330085173194,0.011699640842794921,-0.001082690591619783,0.007220247973487097,0.02950154356665634,0.01311351934523893
2003-01-29,0.00833338155914424,0.008432514957643902,-0.0020124780388521674,-0.0006585545719746633,0.006756076542573354,0.013596714929652127,0.004320127682434187,0.02896130013919937,-0.00897720936425307,-0.011369631520298646,0.03694584597940932,0.01342338238990625
2003-01-30,0.022854789097404873,0.023415414785974108,0.0024144880945175533,0.002614065454032224,-0.023114366335295476,0.006921771015332709,-0.007355360364943757,0.006520473606105752,0.01195179241206211,0.014448135747386051,0.009621065467371764,0.012469288004466908
2003-01-31,0.007216079804542821,0.008023968939145453,0.003911151754057852,-0.005703996934792702,0.013044865070032814,-0.00037837180073094364,0.004387278533535211,-0.010095097609065027,-0.005958040644572491,-0.00823049913651548,-0.013311101243634065,0.012789426103163862
2003-02-03,0.003158653021008781,0.002901917300523094,-0.00010009509041934792,-0.0033348269891279223,0.0053845656373587665,-0.0008617724374912418,0.009038636883619597,-0.022635642764350317,0.007846360601416877,0.0,-0.0099010709827115,0.012862013121883448
2003-02-04,-0.016768244868884702,-0.017244326186209687,-0.007636693062080098,-0.00299057685003521,-0.014187956020877635,0.006119164129189873,-0.012557765606796212,0.024722392664526,0.02711850350547887,0.018424267326058286,0.0035314927814711597,0.012278858563475922
2003-02-05,0.0005829204478672757,0.0004421192320192868,0.005131054066375962,-0.0037024364934745164,-0.005449862465351957,-0.0003144639610384581,0.0009215841055594447,0.010368927146744087,-0.02523374258135688,-0.0385004857638897,-0.020692960168474044,0.013395314488178958
2003-02-06,-0.01526747213078842,-0.015591673787056467,-0.001908493372211386,-0.0034554072915953652,-0.006469512497851645,0.0032614217295490527,-0.010951102387276394,0.006755790124230274,-0.004583453696789055,-0.015679430609903042,-0.006757289770776716,0.012953405347883785
2003-02-07,-0.0038535693159899662,-0.004048892087489823,0.0011053611134003787,-0.0037265167194640444,-0.0101449450287938,0.011972717778058629,-0.009246075776397043,0.027715399846546827,-0.0008110300525662674,-0.00429185208154092,-0.0009019844267569553,0.012931266602999873
2003-02-10,0.020285863943071497,0.020789161915944047,0.007005633135840965,-0.003423710200997772,0.007540590224856443,-0.003969471113715369,0.00038696481867087453,-0.018391322971423544,-0.02076861094957423,-0.01516822147317143,-0.028179286794421013,0.012024928591836207
2003-02-11,-0.0046674530474951695,-0.004750182269068134,0.0011960531676013042,-0.0040453922796719,-0.008131346711724904,0.007139670619549186,5.526846659041112e-05,0.027461679941387797,0.004765652312526145,0.0,-0.01453747786327887,0.01221089404745576
2003-02-12,-0.008220833144857134,-0.008524086718965165,0.0011946243332133844,-0.001249429447556218,-0.012768093450376107,-0.012084599060556075,-0.00999786155054637,0.009268427534046284,-0.031064552220937704,-0.01651110706579242,-0.013241249745063282,0.012170704687629659
2003-02-13,-0.021454935001259487,-0.021283171547141204,-0.009195467093100275,-0.004092902540469444,-0.0016014183918124062,-0.00027589966596108,-0.0010611858350143685,0.016359716038351627,0.01071489174138919,0.007739120992955468,-0.0033572441116523077,0.011469790004133111
