LMCADS03,LMCADY,DXY,COMXCOPR,SPX,BCOM,MXWD,CL1,XAU,XAG
1590.0,0.019834406115599303,0.010739144506739193,0.0,0.032660755837779686,0.025337440421093347,0.0232086670705184,0.020619287202735825,-0.0057628743268031074,0.007918357689314974
1611.0,0.013478101226922608,-0.004964721806368833,6.760910421763825e-05,-0.00048414961168416563,0.014287562477094005,0.0037822687563291405,0.03789148813731805,0.014914947360083076,0.014833399294101095
1628.5,0.01026225884223329,-0.004891420435492222,0.0002253306737157104,0.022225555697024453,-0.016117619093050088,0.018549469214266343,-0.03007284001952024,0.0,0.0015325673497782106
1621.0,-0.004478733537838095,0.005866839943185212,0.0,-0.006566111044976519,-0.0026972016825171303,-0.008852731222656469,-0.03229150463652354,-0.011453239013502382,-0.02010895292271351
1637.0,0.009771306903606874,-0.006848001717344521,-0.00038058801306703206,-0.014185718498334807,0.004093055683517439,-0.014657496879978232,-0.016872561201126953,0.018206187159147128,0.010362787035546658
1655.0,0.011509372808802633,0.0006869143099205629,-0.000621270518151725,0.019211370656013454,0.013933538230252056,0.014910079538995617,0.045731389663106824,-0.002491578060676829,-0.0020639842208514825
1637.0,-0.01166372952748527,-0.006989249301235211,-0.00118850325282607,-1.0780799396409111e-05,-0.014158230296913456,0.0028245756699145654,-0.009737787015201527,0.005653725307228712,0.004740810693108481
1648.5,0.006462555189423935,0.0023680326803311776,-0.00021076825105243867,-0.0014132905585177648,0.003660431248791012,0.000755230003421957,0.018142505750837555,-0.0005639362901463025,-0.0068090637571675185
1667.0,0.010982416668608927,-0.002565622090181779,-0.0005170721782285733,0.005812968487085142,-0.0004743494316076437,0.007021444163403622,0.0034039952410900684,-0.009066502111798925,-0.014598799421152749
1678.0,0.006049625225823218,0.0012836338469538965,0.002342256206114511,-0.014530927935626551,0.009620079167224469,-0.01085383249575769,0.0256189674505024,-0.0017091586556364342,0.0010498688628367949
1685.0,0.004963535797678179,-0.0054420556809771,1.0019287127696289e-05,-0.00395020210084412,0.008511318852315668,-0.0030359786513091905,0.01345915337400471,0.01892177323029051,0.013548930558315872
1669.5,-0.009345862418237658,-0.0023840281481256114,-0.0014387950695491272,-0.014116223349392871,-0.0007563507176605316,-0.0124934696598024,0.007399767374887351,-0.0025210097385481487,-0.006230549750636086
1693.0,0.013836887930701544,-0.0007959407444381062,0.0,0.0,0.0,-0.004886715313382755,0.0,-0.0022462455043509378,-0.0020855064910213707
1691.0,-0.0010461033607353093,-0.00239163043744804,-0.0021847064233815406,-0.01582686439760503,0.0018184342235053478,-0.010991970474552698,0.020432701509705768,0.005606181466598465,0.005205633827265191
1699.0,0.004922077205428235,0.0,-0.0005607573136545054,-0.010487191099166182,0.005678162154544755,-0.011114137994965122,-0.05219091271663326,0.011395342875576503,0.00930239266231341
1702.0,0.0022293239521967954,-0.0036983399643117317,0.000739228420033221,0.010171691028941958,-0.004696716583820251,0.007405690507595777,-0.01843370168883802,0.0033108045141190343,-0.014508026489578633
1695.0,-0.004463628895988793,-0.0064295981995604054,0.00030910697232069045,-0.029669250786722584,0.011321764232880895,-0.01875137471833093,0.031438572711226374,0.01422148951648387,0.016563525671674642
1678.0,-0.010794707519176099,0.00040306328639203005,-0.0015540409441292308,-0.01629173246392036,-0.01309512109900166,-0.021612849137029377,-0.0301990311828241,0.0037945566603693193,-0.008247469430017114
1673.0,-0.003170531832335304,0.0022139487759092625,0.0015289138639197357,0.012966031990608726,0.006737570994816394,0.00673330085173194,0.011699640842794921,-0.001082690591619783,0.007220247973487097
1687.0,0.008432514957643902,-0.0020124780388521674,-0.0006585545719746633,0.006756076542573354,0.013596714929652127,0.004320127682434187,0.02896130013919937,-0.00897720936425307,-0.011369631520298646
1726.0,0.023415414785974108,0.0024144880945175533,0.002614065454032224,-0.023114366335295476,0.006921771015332709,-0.007355360364943757,0.006520473606105752,0.01195179241206211,0.014448135747386051
1738.5,0.008023968939145453,0.003911151754057852,-0.005703996934792702,0.013044865070032814,-0.00037837180073094364,0.004387278533535211,-0.010095097609065027,-0.005958040644572491,-0.00823049913651548
1744.0,0.002901917300523094,-0.00010009509041934792,-0.0033348269891279223,0.0053845656373587665,-0.0008617724374912418,0.009038636883619597,-0.022635642764350317,0.007846360601416877,0.0
1715.0,-0.017244326186209687,-0.007636693062080098,-0.00299057685003521,-0.014187956020877635,0.006119164129189873,-0.012557765606796212,0.024722392664526,0.02711850350547887,0.018424267326058286
1716.0,0.0004421192320192868,0.005131054066375962,-0.0037024364934745164,-0.005449862465351957,-0.0003144639610384581,0.0009215841055594447,0.010368927146744087,-0.02523374258135688,-0.0385004857638897
1690.0,-0.015591673787056467,-0.001908493372211386,-0.0034554072915953652,-0.006469512497851645,0.0032614217295490527,-0.010951102387276394,0.006755790124230274,-0.004583453696789055,-0.015679430609903042
1683.5,-0.004048892087489823,0.0011053611134003787,-0.0037265167194640444,-0.0101449450287938,0.011972717778058629,-0.009246075776397043,0.027715399846546827,-0.0008110300525662674,-0.00429185208154092
1718.0,0.020789161915944047,0.007005633135840965,-0.003423710200997772,0.007540590224856443,-0.003969471113715369,0.00038696481867087453,-0.018391322971423544,-0.02076861094957423,-0.01516822147317143
1710.0,-0.004750182269068134,0.0011960531676013042,-0.0040453922796719,-0.008131346711724904,0.007139670619549186,5.526846659041112e-05,0.027461679941387797,0.004765652312526145,0.0
